@relation ??-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute sex {FEMALE,MALE}
@attribute region {INNER_CITY,TOWN,RURAL,SUBURBAN}
@attribute income numeric
@attribute married {NO,YES}
@attribute children {0,1,2,3}
@attribute car {NO,YES}
@attribute save_act {NO,YES}
@attribute current_act {NO,YES}
@attribute mortgage {NO,YES}
@attribute pep {YES,NO}

@data
0.428571,FEMALE,INNER_CITY,0.418902,NO,3,YES,NO,YES,YES,NO
0.877551,MALE,RURAL,0.331336,YES,1,NO,NO,YES,NO,YES
0.877551,FEMALE,RURAL,0.308499,YES,2,NO,YES,YES,NO,NO
0.040816,FEMALE,TOWN,0.194639,YES,2,NO,YES,NO,NO,NO
0.55102,MALE,SUBURBAN,0.317108,YES,1,YES,YES,YES,NO,YES
0.306122,FEMALE,INNER_CITY,0.428576,NO,3,YES,YES,NO,NO,NO
0.510204,MALE,SUBURBAN,0.55936,NO,0,NO,YES,YES,NO,YES
0.183673,FEMALE,INNER_CITY,0.255589,YES,2,NO,YES,YES,NO,NO
0.020408,MALE,RURAL,0.102189,YES,3,YES,YES,YES,NO,NO
0.367347,FEMALE,RURAL,0.143967,NO,0,YES,NO,YES,NO,YES
0.510204,FEMALE,TOWN,0.232124,YES,0,YES,YES,YES,NO,NO
0.979592,FEMALE,SUBURBAN,0.350632,NO,2,NO,NO,YES,NO,NO
0.755102,MALE,TOWN,0.374424,YES,0,NO,NO,YES,YES,YES
0.591837,FEMALE,INNER_CITY,0.377494,YES,0,YES,NO,YES,NO,NO
1,MALE,TOWN,0.872434,NO,2,YES,YES,NO,NO,YES
0.285714,FEMALE,TOWN,0.388143,YES,0,YES,NO,YES,YES,NO
0.040816,MALE,INNER_CITY,0.150145,NO,2,YES,YES,YES,YES,NO
0.938776,MALE,INNER_CITY,0.820023,YES,2,NO,YES,YES,YES,YES
0.653061,FEMALE,INNER_CITY,0.142297,NO,1,YES,YES,YES,NO,YES
0.22449,MALE,INNER_CITY,0.139246,NO,2,NO,YES,YES,YES,YES
0.693878,MALE,INNER_CITY,0.594219,NO,2,YES,NO,YES,NO,YES
0.591837,FEMALE,RURAL,0.221163,YES,2,YES,YES,NO,NO,NO
0.122449,MALE,TOWN,0.159947,NO,2,YES,YES,NO,NO,NO
0.367347,MALE,TOWN,0.324878,YES,0,NO,NO,NO,NO,NO
0.510204,MALE,TOWN,0.193501,YES,1,NO,YES,YES,NO,YES
0.612245,MALE,SUBURBAN,0.426388,NO,1,NO,YES,YES,NO,YES
0.918367,MALE,TOWN,0.891809,YES,0,NO,YES,YES,YES,NO
0.693878,FEMALE,RURAL,0.736831,NO,3,NO,YES,NO,NO,YES
0.816327,FEMALE,INNER_CITY,0.343508,NO,0,NO,NO,YES,NO,YES
0.204082,MALE,INNER_CITY,0.311631,YES,0,NO,YES,YES,NO,YES
0.22449,FEMALE,INNER_CITY,0.1743,YES,0,NO,NO,YES,NO,NO
0.326531,MALE,INNER_CITY,0.349648,NO,1,YES,YES,YES,YES,YES
0.489796,FEMALE,INNER_CITY,0.339823,YES,1,NO,YES,YES,YES,YES
0.959184,FEMALE,INNER_CITY,0.543307,NO,1,YES,NO,YES,NO,YES
0.591837,MALE,INNER_CITY,0.378698,YES,2,NO,YES,YES,NO,NO
0.040816,MALE,INNER_CITY,0.115049,YES,0,NO,YES,NO,NO,NO
0.061224,MALE,TOWN,0,NO,0,YES,YES,YES,YES,NO
0.489796,MALE,INNER_CITY,0.212952,YES,0,NO,YES,YES,NO,NO
0.020408,MALE,TOWN,0.100606,NO,2,NO,YES,YES,NO,NO
0.469388,FEMALE,TOWN,0.514123,NO,0,NO,YES,YES,YES,NO
0.244898,MALE,TOWN,0.24759,NO,2,NO,YES,YES,NO,NO
0.265306,FEMALE,RURAL,0.093394,YES,2,NO,NO,YES,NO,YES
0.142857,MALE,INNER_CITY,0.155735,YES,3,YES,YES,YES,NO,NO
0.061224,MALE,INNER_CITY,0.052456,NO,0,NO,NO,YES,NO,YES
0.367347,MALE,INNER_CITY,0.464035,YES,3,YES,YES,YES,YES,YES
0.816327,FEMALE,INNER_CITY,0.31288,YES,2,NO,YES,NO,YES,NO
0.938776,FEMALE,INNER_CITY,0.820082,NO,2,YES,YES,YES,NO,YES
0.836735,FEMALE,RURAL,0.52647,NO,2,YES,NO,NO,NO,YES
0.55102,FEMALE,TOWN,0.377415,NO,0,NO,YES,YES,YES,NO
0.877551,MALE,INNER_CITY,0.764722,YES,1,YES,YES,YES,YES,YES
0.244898,FEMALE,INNER_CITY,0.167085,YES,0,YES,NO,YES,NO,NO
0.816327,FEMALE,TOWN,0.50779,YES,2,YES,YES,NO,NO,YES
0.653061,FEMALE,TOWN,0.293171,NO,3,NO,YES,YES,NO,YES
0.244898,MALE,INNER_CITY,0.392214,NO,3,NO,NO,YES,NO,NO
0.22449,FEMALE,INNER_CITY,0.130381,YES,1,NO,YES,YES,NO,NO
0.346939,MALE,INNER_CITY,0.195819,YES,1,NO,YES,YES,NO,YES
0.897959,MALE,INNER_CITY,0.327138,YES,0,NO,NO,YES,YES,YES
0.367347,MALE,INNER_CITY,0.458892,YES,1,YES,YES,YES,NO,YES
0.142857,FEMALE,INNER_CITY,0.180859,YES,0,NO,YES,YES,NO,NO
0.979592,FEMALE,TOWN,0.301948,NO,0,YES,YES,YES,YES,NO
0.244898,MALE,SUBURBAN,0.186429,YES,0,YES,YES,NO,YES,NO
0.734694,FEMALE,INNER_CITY,0.448782,YES,2,NO,NO,YES,NO,YES
0.387755,MALE,TOWN,0.340704,YES,1,YES,NO,YES,YES,YES
0.204082,FEMALE,INNER_CITY,0.351282,NO,2,NO,YES,YES,YES,NO
0.714286,FEMALE,RURAL,0.513668,NO,0,NO,NO,YES,NO,YES
0.877551,MALE,INNER_CITY,0.646379,YES,2,YES,YES,YES,NO,NO
0.877551,FEMALE,INNER_CITY,0.6214,YES,0,YES,YES,NO,NO,NO
0,FEMALE,INNER_CITY,0.08562,YES,0,NO,YES,YES,NO,NO
0.081633,MALE,INNER_CITY,0.050492,YES,1,NO,NO,NO,YES,NO
0.326531,MALE,TOWN,0.444914,YES,2,YES,YES,YES,YES,YES
0.346939,FEMALE,INNER_CITY,0.122369,NO,2,NO,YES,YES,NO,NO
0,FEMALE,RURAL,0.177829,YES,0,YES,NO,YES,NO,NO
0.734694,MALE,INNER_CITY,0.373283,YES,1,NO,YES,YES,YES,YES
0.183673,FEMALE,INNER_CITY,0.113397,YES,2,YES,YES,YES,NO,NO
0.489796,MALE,INNER_CITY,0.180427,YES,0,YES,NO,YES,YES,YES
0.510204,MALE,TOWN,0.483074,NO,0,NO,YES,YES,YES,NO
0.938776,FEMALE,INNER_CITY,0.507596,YES,1,NO,YES,YES,NO,YES
0.510204,MALE,TOWN,0.47115,YES,3,YES,YES,YES,NO,NO
0.632653,MALE,RURAL,0.716134,YES,0,YES,YES,NO,NO,NO
0.102041,MALE,INNER_CITY,0.138098,YES,0,NO,NO,YES,NO,NO
0.102041,MALE,INNER_CITY,0.131938,NO,0,NO,YES,YES,NO,YES
0.244898,FEMALE,INNER_CITY,0.32723,YES,2,YES,YES,YES,YES,NO
0.367347,MALE,TOWN,0.556066,NO,2,NO,YES,YES,NO,YES
0.326531,MALE,INNER_CITY,0.349629,YES,3,YES,NO,NO,YES,NO
0.673469,FEMALE,INNER_CITY,0.552,YES,0,YES,NO,YES,NO,NO
0.367347,MALE,TOWN,0.492402,NO,2,YES,YES,YES,NO,YES
0.77551,MALE,INNER_CITY,0.657548,YES,1,YES,YES,YES,NO,YES
0.734694,FEMALE,INNER_CITY,0.73616,YES,0,NO,YES,YES,NO,NO
0.77551,FEMALE,TOWN,0.287634,YES,2,NO,YES,NO,NO,NO
0.163265,MALE,INNER_CITY,0.086549,YES,3,NO,YES,YES,YES,NO
0.428571,MALE,TOWN,0.210887,NO,0,YES,NO,NO,NO,YES
0.938776,FEMALE,RURAL,0.701199,YES,3,YES,YES,YES,NO,YES
0.571429,MALE,RURAL,0.421766,NO,2,NO,YES,NO,YES,NO
0.897959,FEMALE,RURAL,0.857762,YES,1,YES,YES,YES,NO,YES
0.367347,FEMALE,TOWN,0.271609,YES,1,NO,YES,NO,YES,YES
0.346939,FEMALE,RURAL,0.482038,NO,1,NO,YES,YES,NO,YES
0.591837,MALE,RURAL,0.688584,NO,3,YES,YES,NO,NO,YES
0.591837,MALE,INNER_CITY,0.584979,YES,2,NO,NO,YES,NO,YES
0.387755,FEMALE,TOWN,0.34833,YES,0,YES,YES,YES,NO,NO
0.612245,FEMALE,INNER_CITY,0.646806,YES,0,NO,YES,YES,NO,NO
0.469388,MALE,TOWN,0.156214,YES,3,YES,YES,YES,NO,NO
0.183673,FEMALE,RURAL,0.281095,NO,0,YES,YES,YES,NO,YES
0.510204,MALE,INNER_CITY,0.313721,NO,2,NO,NO,YES,NO,NO
0.877551,MALE,RURAL,0.629695,YES,3,NO,YES,YES,YES,NO
0.693878,FEMALE,SUBURBAN,0.201354,NO,2,YES,YES,YES,NO,NO
0.938776,FEMALE,SUBURBAN,0.540682,YES,0,YES,NO,YES,NO,NO
0.979592,FEMALE,TOWN,0.937602,YES,2,YES,YES,YES,YES,YES
0.714286,FEMALE,TOWN,0.452898,YES,1,YES,YES,YES,NO,YES
0.040816,FEMALE,INNER_CITY,0.15546,YES,2,YES,NO,YES,YES,NO
0.795918,FEMALE,INNER_CITY,0.588326,NO,0,NO,YES,YES,NO,YES
0.959184,FEMALE,RURAL,0.639407,YES,0,NO,YES,YES,NO,NO
0.938776,FEMALE,INNER_CITY,0.864631,NO,1,NO,YES,YES,NO,YES
0.693878,MALE,INNER_CITY,0.552018,YES,3,NO,YES,YES,NO,NO
0.591837,FEMALE,INNER_CITY,0.305892,YES,0,NO,NO,YES,NO,NO
0.204082,FEMALE,TOWN,0.210379,YES,1,YES,NO,NO,YES,NO
0.938776,MALE,TOWN,0.75643,YES,0,YES,YES,YES,YES,NO
0.142857,MALE,INNER_CITY,0.239329,YES,1,NO,YES,YES,NO,YES
0.816327,MALE,SUBURBAN,0.794791,YES,0,NO,YES,NO,YES,YES
0.326531,MALE,TOWN,0.261925,YES,2,YES,NO,YES,NO,NO
0.040816,FEMALE,INNER_CITY,0.23825,NO,2,NO,YES,YES,NO,NO
0.918367,MALE,RURAL,0.3565,YES,0,YES,YES,NO,NO,NO
0.244898,FEMALE,SUBURBAN,0.399653,YES,3,YES,YES,YES,NO,NO
0.714286,MALE,RURAL,0.398848,YES,1,YES,YES,YES,NO,YES
0.510204,MALE,TOWN,0.54062,NO,2,YES,NO,YES,NO,YES
0.918367,MALE,TOWN,0.853546,YES,2,NO,YES,NO,YES,YES
0.306122,MALE,INNER_CITY,0.33978,YES,1,NO,YES,YES,YES,YES
0.469388,MALE,RURAL,0.315609,NO,2,YES,NO,NO,NO,NO
0.040816,FEMALE,SUBURBAN,0.05385,YES,2,NO,YES,YES,NO,YES
0.653061,MALE,TOWN,0.369061,YES,0,YES,YES,YES,NO,NO
0.122449,MALE,RURAL,0.265901,YES,2,YES,YES,YES,NO,NO
0.857143,FEMALE,TOWN,0.283778,YES,0,NO,NO,YES,NO,YES
0.530612,FEMALE,TOWN,0.177251,YES,1,NO,YES,YES,NO,YES
0.102041,MALE,INNER_CITY,0.238515,YES,2,YES,YES,YES,NO,NO
0.44898,FEMALE,INNER_CITY,0.137019,YES,0,NO,NO,NO,NO,NO
0.632653,FEMALE,TOWN,0.270052,NO,3,NO,NO,YES,NO,NO
0.061224,FEMALE,TOWN,0.043623,NO,1,YES,NO,YES,NO,NO
0.44898,FEMALE,INNER_CITY,0.342244,YES,0,NO,NO,NO,NO,NO
0.163265,MALE,RURAL,0.327924,YES,1,NO,NO,YES,YES,YES
0.040816,MALE,TOWN,0.078734,NO,1,NO,YES,YES,YES,NO
0.122449,MALE,INNER_CITY,0.061062,NO,1,NO,NO,NO,YES,NO
0.387755,FEMALE,TOWN,0.373276,NO,0,YES,YES,YES,NO,NO
0.77551,MALE,INNER_CITY,0.499111,YES,0,NO,NO,YES,NO,NO
0.693878,MALE,INNER_CITY,0.759887,YES,0,YES,YES,YES,NO,NO
0.081633,MALE,INNER_CITY,0.253151,YES,2,NO,NO,YES,NO,NO
0.346939,MALE,INNER_CITY,0.332652,YES,3,YES,YES,YES,NO,NO
0.326531,MALE,RURAL,0.378299,YES,1,YES,YES,YES,NO,YES
1,FEMALE,TOWN,0.628811,YES,2,NO,YES,YES,NO,YES
0.816327,FEMALE,INNER_CITY,0.883168,NO,0,NO,YES,YES,NO,YES
0.44898,MALE,TOWN,0.55999,YES,0,YES,YES,YES,NO,NO
0.469388,FEMALE,INNER_CITY,0.431639,YES,0,YES,YES,YES,YES,YES
0.510204,MALE,INNER_CITY,0.17621,YES,0,NO,NO,NO,NO,YES
0.918367,MALE,INNER_CITY,0.534654,YES,2,NO,NO,YES,NO,YES
0.081633,FEMALE,INNER_CITY,0.21751,YES,1,NO,YES,YES,YES,YES
0.857143,MALE,RURAL,0.88865,NO,0,NO,YES,YES,NO,YES
0.959184,FEMALE,INNER_CITY,0.562536,NO,0,YES,YES,YES,YES,NO
0.612245,FEMALE,INNER_CITY,0.232325,YES,2,YES,YES,YES,YES,NO
0.408163,FEMALE,INNER_CITY,0.423426,NO,0,YES,YES,NO,YES,NO
0.632653,MALE,RURAL,0.475871,YES,1,YES,YES,YES,YES,YES
0.040816,FEMALE,INNER_CITY,0.228187,YES,0,NO,NO,NO,YES,YES
0.612245,FEMALE,TOWN,0.505813,YES,1,NO,NO,YES,NO,YES
0.408163,MALE,INNER_CITY,0.513675,YES,2,YES,NO,YES,YES,NO
0.469388,FEMALE,INNER_CITY,0.288775,YES,0,NO,NO,YES,NO,NO
1,FEMALE,SUBURBAN,1,YES,2,YES,YES,YES,NO,YES
0.428571,MALE,INNER_CITY,0.171764,YES,1,YES,YES,NO,NO,NO
0.938776,FEMALE,RURAL,0.757292,YES,3,NO,YES,YES,NO,YES
0.469388,MALE,INNER_CITY,0.193331,YES,0,YES,NO,YES,YES,YES
0.755102,MALE,SUBURBAN,0.536478,YES,2,YES,NO,YES,NO,YES
0.693878,MALE,INNER_CITY,0.220692,YES,1,NO,YES,NO,YES,YES
0.244898,FEMALE,INNER_CITY,0.237253,NO,0,NO,NO,YES,YES,YES
0.693878,MALE,INNER_CITY,0.752051,YES,2,YES,YES,YES,NO,YES
0.163265,MALE,INNER_CITY,0.1647,NO,2,NO,NO,YES,YES,NO
0.163265,FEMALE,INNER_CITY,0.271953,YES,0,NO,YES,YES,NO,YES
0.571429,MALE,TOWN,0.362441,YES,1,YES,YES,YES,NO,YES
0.571429,FEMALE,TOWN,0.629998,YES,0,NO,YES,YES,YES,NO
0.693878,MALE,INNER_CITY,0.205849,YES,0,NO,NO,YES,NO,NO
0.387755,MALE,INNER_CITY,0.240874,NO,3,YES,NO,YES,NO,NO
0.081633,MALE,INNER_CITY,0.133364,YES,1,NO,YES,YES,YES,YES
0,MALE,INNER_CITY,0.161305,NO,0,YES,NO,YES,YES,YES
0.918367,MALE,INNER_CITY,0.935973,NO,0,YES,YES,YES,NO,YES
0.142857,FEMALE,INNER_CITY,0.171141,YES,0,NO,YES,YES,YES,NO
1,MALE,INNER_CITY,0.596264,YES,0,YES,YES,YES,NO,NO
0.183673,MALE,INNER_CITY,0.271143,NO,0,NO,YES,NO,NO,YES
0.877551,MALE,INNER_CITY,0.334846,NO,0,YES,NO,NO,NO,YES
0.816327,MALE,TOWN,0.48368,YES,1,YES,YES,YES,NO,YES
0.081633,MALE,INNER_CITY,0.162076,YES,0,YES,YES,YES,NO,YES
0.204082,MALE,TOWN,0.140431,NO,1,NO,NO,YES,NO,YES
0.102041,MALE,INNER_CITY,0.082768,YES,0,NO,YES,YES,NO,NO
0.183673,MALE,SUBURBAN,0.216741,YES,0,NO,YES,YES,NO,NO
0.183673,FEMALE,SUBURBAN,0.174513,YES,0,YES,NO,YES,NO,NO
0.44898,FEMALE,INNER_CITY,0.460457,YES,3,YES,YES,YES,YES,NO
0.428571,MALE,TOWN,0.45907,NO,0,YES,YES,NO,NO,YES
0.346939,FEMALE,INNER_CITY,0.405818,YES,0,YES,YES,YES,NO,NO
0.387755,FEMALE,INNER_CITY,0.365606,NO,2,YES,NO,NO,NO,NO
0.591837,MALE,INNER_CITY,0.63855,YES,2,NO,YES,YES,NO,YES
0.489796,FEMALE,INNER_CITY,0.590105,YES,1,NO,YES,YES,NO,YES
1,FEMALE,INNER_CITY,0.662741,YES,0,NO,YES,YES,YES,NO
0.795918,MALE,RURAL,0.771909,YES,3,NO,YES,YES,NO,YES
0.591837,FEMALE,RURAL,0.385791,NO,0,YES,YES,YES,NO,YES
1,MALE,INNER_CITY,0.782237,YES,2,YES,YES,YES,NO,YES
0.77551,MALE,TOWN,0.341972,NO,0,NO,YES,YES,NO,YES
0.387755,MALE,RURAL,0.395888,NO,0,YES,NO,YES,YES,YES
0.183673,MALE,INNER_CITY,0.125014,NO,0,YES,NO,NO,NO,YES
0.836735,FEMALE,INNER_CITY,0.433189,YES,0,YES,NO,YES,YES,YES
0.265306,MALE,INNER_CITY,0.412197,NO,1,NO,NO,YES,YES,NO
0.265306,MALE,SUBURBAN,0.155625,YES,0,NO,NO,YES,YES,YES
0.285714,FEMALE,TOWN,0.436887,YES,0,YES,YES,YES,NO,NO
0.795918,FEMALE,RURAL,0.626748,NO,3,NO,YES,NO,NO,NO
0.632653,FEMALE,INNER_CITY,0.201272,NO,1,NO,YES,YES,YES,YES
0.959184,MALE,TOWN,0.812888,NO,2,YES,YES,YES,NO,YES
0.081633,FEMALE,INNER_CITY,0.221156,YES,2,NO,YES,YES,YES,NO
0.163265,FEMALE,RURAL,0.224608,YES,2,NO,YES,NO,NO,NO
0.102041,MALE,INNER_CITY,0.134378,YES,0,YES,YES,YES,NO,NO
0.163265,FEMALE,RURAL,0.108148,YES,2,YES,NO,NO,NO,NO
0.836735,FEMALE,INNER_CITY,0.877848,NO,0,YES,YES,YES,NO,YES
1,MALE,INNER_CITY,0.520499,YES,1,YES,YES,YES,NO,YES
0.326531,FEMALE,INNER_CITY,0.257312,YES,0,YES,YES,YES,NO,NO
0.653061,MALE,RURAL,0.392514,YES,2,YES,YES,NO,NO,NO
0.571429,MALE,SUBURBAN,0.563696,NO,0,YES,YES,YES,YES,NO
0.102041,FEMALE,INNER_CITY,0.044601,NO,3,YES,NO,NO,NO,NO
0.163265,MALE,RURAL,0.281682,YES,0,NO,NO,YES,NO,NO
0.44898,MALE,TOWN,0.263831,YES,3,NO,YES,YES,NO,NO
0.367347,MALE,TOWN,0.280785,YES,3,YES,NO,YES,NO,NO
0.959184,MALE,INNER_CITY,0.906077,NO,0,NO,YES,YES,YES,NO
0.55102,FEMALE,TOWN,0.534167,YES,1,YES,YES,YES,YES,YES
0.102041,MALE,INNER_CITY,0.159617,YES,2,NO,NO,YES,YES,NO
0.489796,FEMALE,TOWN,0.221432,YES,1,NO,NO,NO,NO,YES
0.061224,FEMALE,RURAL,0.096615,NO,3,NO,YES,YES,YES,NO
0.897959,FEMALE,INNER_CITY,0.33121,NO,0,YES,NO,YES,NO,YES
0.632653,FEMALE,SUBURBAN,0.362787,NO,2,NO,YES,YES,NO,NO
0.204082,FEMALE,TOWN,0.315865,YES,2,NO,NO,YES,YES,NO
0.408163,FEMALE,TOWN,0.283595,NO,3,NO,NO,YES,YES,NO
0.367347,MALE,TOWN,0.123076,NO,0,NO,NO,NO,NO,NO
0.081633,MALE,SUBURBAN,0.20934,YES,0,NO,YES,YES,NO,NO
0.44898,FEMALE,TOWN,0.410698,YES,1,NO,YES,YES,YES,YES
0.44898,FEMALE,TOWN,0.285602,YES,0,NO,NO,YES,NO,NO
0.857143,FEMALE,INNER_CITY,0.711409,YES,0,YES,YES,YES,YES,NO
0.102041,MALE,INNER_CITY,0.24351,NO,0,YES,YES,NO,NO,YES
0.061224,MALE,INNER_CITY,0.222101,YES,1,YES,NO,NO,NO,YES
0.816327,MALE,TOWN,0.485492,NO,0,YES,YES,YES,NO,YES
0.612245,FEMALE,SUBURBAN,0.436746,NO,0,NO,YES,YES,NO,YES
0.918367,FEMALE,TOWN,0.509516,YES,0,YES,NO,YES,NO,NO
0.040816,MALE,TOWN,0.200609,NO,3,YES,NO,YES,YES,NO
1,FEMALE,SUBURBAN,0.959003,NO,2,NO,YES,YES,YES,YES
0.897959,FEMALE,INNER_CITY,0.884097,NO,0,YES,YES,YES,NO,YES
0.367347,MALE,TOWN,0.141479,YES,0,NO,YES,YES,NO,NO
0.265306,MALE,INNER_CITY,0.402561,YES,1,YES,NO,YES,NO,YES
0.489796,FEMALE,INNER_CITY,0.379282,YES,0,YES,YES,YES,NO,NO
0,MALE,RURAL,0.074822,YES,0,YES,NO,YES,YES,YES
0.571429,FEMALE,SUBURBAN,0.407608,NO,1,NO,YES,YES,YES,YES
0.142857,MALE,TOWN,0.298574,YES,1,YES,YES,YES,NO,YES
0.959184,FEMALE,RURAL,0.334905,NO,0,NO,YES,NO,YES,NO
0.44898,MALE,TOWN,0.549905,YES,1,NO,NO,YES,YES,YES
0.285714,MALE,INNER_CITY,0.297915,YES,1,NO,NO,NO,NO,YES
0,FEMALE,INNER_CITY,0.182325,YES,0,NO,YES,YES,NO,NO
0.938776,MALE,INNER_CITY,0.84831,YES,1,YES,YES,NO,NO,YES
0.510204,FEMALE,INNER_CITY,0.587818,YES,3,NO,YES,YES,YES,NO
0.081633,FEMALE,INNER_CITY,0.150127,YES,3,NO,YES,YES,NO,NO
0.142857,MALE,TOWN,0.076943,YES,0,NO,NO,NO,NO,NO
0.428571,MALE,INNER_CITY,0.338315,YES,1,YES,YES,YES,YES,YES
0.816327,FEMALE,INNER_CITY,0.39988,YES,3,NO,NO,YES,NO,NO
0.306122,MALE,INNER_CITY,0.156967,YES,1,NO,YES,NO,NO,NO
0.693878,FEMALE,RURAL,0.553169,YES,1,YES,YES,YES,NO,YES
0.102041,MALE,INNER_CITY,0.146345,NO,0,NO,YES,YES,NO,YES
0.530612,FEMALE,INNER_CITY,0.589157,NO,0,YES,YES,NO,NO,YES
0.673469,MALE,RURAL,0.710814,YES,2,YES,YES,YES,YES,YES
0.163265,FEMALE,TOWN,0.274219,YES,0,NO,YES,YES,NO,NO
0.489796,MALE,TOWN,0.300804,YES,0,NO,YES,NO,YES,NO
0.326531,MALE,TOWN,0.473789,YES,0,YES,YES,YES,YES,NO
0.734694,FEMALE,RURAL,0.336727,NO,2,YES,YES,YES,YES,NO
0,MALE,RURAL,0.062376,YES,2,NO,NO,NO,NO,NO
0.591837,FEMALE,INNER_CITY,0.20864,NO,2,YES,NO,YES,NO,NO
0.122449,FEMALE,INNER_CITY,0.148901,YES,0,NO,YES,YES,NO,NO
0.020408,FEMALE,INNER_CITY,0.054171,YES,1,YES,YES,YES,YES,NO
0.387755,FEMALE,TOWN,0.177841,YES,0,NO,YES,NO,NO,NO
0.55102,FEMALE,TOWN,0.416705,YES,0,NO,YES,NO,NO,NO
0.632653,MALE,RURAL,0.627162,YES,3,NO,YES,YES,YES,NO
1,FEMALE,RURAL,0.901369,NO,3,NO,YES,YES,NO,YES
0.346939,FEMALE,RURAL,0.111959,YES,0,NO,NO,YES,NO,NO
0.918367,MALE,INNER_CITY,0.810503,NO,2,YES,YES,YES,NO,YES
0.408163,MALE,RURAL,0.365944,NO,0,YES,YES,YES,NO,YES
0.612245,MALE,TOWN,0.355655,NO,2,YES,YES,YES,NO,NO
0.204082,FEMALE,INNER_CITY,0.11884,NO,1,NO,YES,YES,NO,NO
0.571429,MALE,TOWN,0.441265,YES,0,NO,YES,YES,NO,NO
0.979592,MALE,INNER_CITY,0.544295,NO,1,NO,YES,YES,NO,YES
0.877551,FEMALE,TOWN,0.443015,NO,2,YES,NO,YES,NO,YES
0,FEMALE,RURAL,0.190924,NO,2,YES,YES,YES,NO,NO
0.734694,FEMALE,TOWN,0.224078,YES,0,YES,YES,NO,NO,NO
0.55102,MALE,RURAL,0.647226,NO,0,YES,YES,YES,YES,NO
0.857143,MALE,INNER_CITY,0.294169,NO,2,YES,YES,YES,NO,NO
0.55102,FEMALE,TOWN,0.562237,NO,1,NO,YES,YES,YES,YES
0.265306,FEMALE,INNER_CITY,0.312438,NO,2,NO,YES,NO,NO,NO
0.428571,MALE,SUBURBAN,0.291436,NO,0,YES,YES,YES,YES,NO
0.714286,MALE,INNER_CITY,0.569366,NO,2,YES,YES,YES,NO,YES
0.346939,MALE,RURAL,0.307467,YES,0,YES,NO,NO,YES,YES
0.142857,FEMALE,TOWN,0.103749,YES,1,YES,YES,NO,YES,NO
0.285714,MALE,TOWN,0.327163,NO,0,NO,YES,YES,NO,YES
0.367347,MALE,SUBURBAN,0.404036,YES,0,NO,YES,YES,NO,NO
0.122449,FEMALE,TOWN,0.076588,NO,0,NO,NO,YES,NO,YES
