@relation ??-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Standardize

@attribute age numeric
@attribute sex {FEMALE,MALE}
@attribute region {INNER_CITY,TOWN,RURAL,SUBURBAN}
@attribute income numeric
@attribute married {NO,YES}
@attribute children {0,1,2,3}
@attribute car {NO,YES}
@attribute save_act {NO,YES}
@attribute current_act {NO,YES}
@attribute mortgage {NO,YES}
@attribute pep {YES,NO}

@data
-0.443329,MALE,INNER_CITY,0.345593,YES,3,YES,YES,YES,YES,YES
1.081806,FEMALE,INNER_CITY,-0.335404,YES,2,NO,YES,NO,YES,NO
1.497752,FEMALE,INNER_CITY,1.94969,NO,2,YES,YES,YES,NO,YES
1.151131,FEMALE,RURAL,0.626884,NO,2,YES,NO,NO,NO,YES
0.18059,FEMALE,TOWN,-0.044655,NO,0,NO,YES,YES,YES,NO
1.289779,MALE,INNER_CITY,1.700277,YES,1,YES,YES,YES,YES,YES
-0.859275,FEMALE,INNER_CITY,-0.992253,YES,0,YES,NO,YES,NO,NO
1.081806,FEMALE,TOWN,0.542725,YES,2,YES,YES,NO,NO,YES
0.527212,FEMALE,TOWN,-0.424198,NO,3,NO,YES,YES,NO,YES
-0.859275,MALE,INNER_CITY,0.022022,NO,3,NO,NO,YES,NO,NO
-0.9286,FEMALE,INNER_CITY,-1.157616,YES,1,NO,YES,YES,NO,NO
-0.512654,MALE,INNER_CITY,-0.862798,YES,1,NO,YES,YES,NO,YES
1.359104,MALE,INNER_CITY,-0.271169,YES,0,NO,NO,YES,YES,YES
-0.443329,MALE,INNER_CITY,0.322422,YES,1,YES,YES,YES,NO,YES
-1.205897,FEMALE,INNER_CITY,-0.930196,YES,0,NO,YES,YES,NO,NO
1.636401,FEMALE,TOWN,-0.384654,NO,0,YES,YES,YES,YES,NO
-0.859275,MALE,SUBURBAN,-0.905102,YES,0,YES,YES,NO,YES,NO
0.804509,FEMALE,INNER_CITY,0.276877,YES,2,NO,NO,YES,NO,YES
-0.374005,MALE,TOWN,-0.21005,YES,1,YES,NO,YES,YES,YES
-0.997924,FEMALE,INNER_CITY,-0.162389,NO,2,NO,YES,YES,YES,NO
0.735185,FEMALE,RURAL,0.569207,NO,0,NO,NO,YES,NO,YES
1.289779,MALE,INNER_CITY,1.167108,YES,2,YES,YES,YES,NO,NO
1.289779,FEMALE,INNER_CITY,1.054568,YES,0,YES,YES,NO,NO,NO
-1.691167,FEMALE,INNER_CITY,-1.359275,YES,0,NO,YES,YES,NO,NO
-1.41387,MALE,INNER_CITY,-1.517536,YES,1,NO,NO,NO,YES,NO
-0.581978,MALE,TOWN,0.25945,YES,2,YES,YES,YES,YES,YES
-0.512654,FEMALE,INNER_CITY,-1.193711,NO,2,NO,YES,YES,NO,NO
-1.691167,FEMALE,RURAL,-0.943848,YES,0,YES,NO,YES,NO,NO
0.804509,MALE,INNER_CITY,-0.063269,YES,1,NO,YES,YES,YES,YES
-1.067248,FEMALE,INNER_CITY,-1.234131,YES,2,YES,YES,YES,NO,NO
-0.027383,MALE,INNER_CITY,-0.932142,YES,0,YES,NO,YES,YES,YES
0.041941,MALE,TOWN,0.431372,NO,0,NO,YES,YES,YES,NO
1.497752,FEMALE,INNER_CITY,0.541849,YES,1,NO,YES,YES,NO,YES
0.041941,MALE,TOWN,0.377649,YES,3,YES,YES,YES,NO,NO
0.457887,MALE,RURAL,1.481376,YES,0,YES,YES,NO,NO,NO
-1.344546,MALE,INNER_CITY,-1.122847,YES,0,NO,NO,YES,NO,NO
-1.344546,MALE,INNER_CITY,-1.1506,NO,0,NO,YES,YES,NO,YES
-0.859275,FEMALE,INNER_CITY,-0.27075,YES,2,YES,YES,YES,YES,NO
-0.443329,MALE,TOWN,0.760223,NO,2,NO,YES,YES,NO,YES
-0.581978,MALE,INNER_CITY,-0.169839,YES,3,YES,NO,NO,YES,NO
0.596536,FEMALE,INNER_CITY,0.741904,YES,0,YES,NO,YES,NO,NO
-0.443329,MALE,TOWN,0.473397,NO,2,YES,YES,YES,NO,YES
0.943158,MALE,INNER_CITY,1.217428,YES,1,YES,YES,YES,NO,YES
0.804509,FEMALE,INNER_CITY,1.571597,YES,0,NO,YES,YES,NO,NO
0.943158,FEMALE,TOWN,-0.449145,YES,2,NO,YES,NO,NO,NO
-1.136573,MALE,INNER_CITY,-1.355089,YES,3,NO,YES,YES,YES,NO
-0.235356,MALE,TOWN,-0.794911,NO,0,YES,NO,NO,NO,YES
1.497752,FEMALE,RURAL,1.414087,YES,3,YES,YES,YES,NO,YES
0.249914,MALE,RURAL,0.155159,NO,2,NO,YES,NO,YES,NO
1.359104,FEMALE,RURAL,2.119449,YES,1,YES,YES,YES,NO,YES
-0.443329,FEMALE,TOWN,-0.521342,YES,1,NO,YES,NO,YES,YES
-0.512654,FEMALE,RURAL,0.426705,NO,1,NO,YES,YES,NO,YES
0.319239,MALE,RURAL,1.357255,NO,3,YES,YES,NO,NO,YES
0.319239,MALE,INNER_CITY,0.890484,YES,2,NO,NO,YES,NO,YES
-0.374005,FEMALE,TOWN,-0.175692,YES,0,YES,YES,YES,NO,NO
0.388563,FEMALE,INNER_CITY,1.16903,YES,0,NO,YES,YES,NO,NO
-0.096707,MALE,TOWN,-1.041231,YES,3,YES,YES,YES,NO,NO
-1.067248,FEMALE,RURAL,-0.478604,NO,0,YES,YES,YES,NO,YES
0.041941,MALE,INNER_CITY,-0.331613,NO,2,NO,NO,YES,NO,NO
1.289779,MALE,RURAL,1.091942,YES,3,NO,YES,YES,YES,NO
0.66586,FEMALE,SUBURBAN,-0.837859,NO,2,YES,YES,YES,NO,NO
1.497752,FEMALE,SUBURBAN,0.69091,YES,0,YES,NO,YES,NO,NO
1.636401,FEMALE,TOWN,2.479154,YES,2,YES,YES,YES,YES,YES
0.735185,FEMALE,TOWN,0.295421,YES,1,YES,YES,YES,NO,YES
-1.552519,FEMALE,INNER_CITY,-1.044627,YES,2,YES,NO,YES,YES,NO
1.012482,FEMALE,INNER_CITY,0.905562,NO,0,NO,YES,YES,NO,YES
1.567077,FEMALE,RURAL,1.135696,YES,0,NO,YES,YES,NO,NO
1.497752,FEMALE,INNER_CITY,2.150396,NO,1,NO,YES,YES,NO,YES
0.66586,MALE,INNER_CITY,0.741982,YES,3,NO,YES,YES,NO,NO
0.319239,FEMALE,INNER_CITY,-0.366886,YES,0,NO,NO,YES,NO,NO
-0.997924,FEMALE,TOWN,-0.797198,YES,1,YES,NO,NO,YES,NO
1.497752,MALE,TOWN,1.662919,YES,0,YES,YES,YES,YES,NO
-1.205897,MALE,INNER_CITY,-0.666774,YES,1,NO,YES,YES,NO,YES
1.081806,MALE,SUBURBAN,1.835748,YES,0,NO,YES,NO,YES,YES
-0.581978,MALE,TOWN,-0.564971,YES,2,YES,NO,YES,NO,NO
-1.552519,FEMALE,INNER_CITY,-0.671635,NO,2,NO,YES,YES,NO,NO
1.428428,MALE,RURAL,-0.138884,YES,0,YES,YES,NO,NO,NO
-0.859275,FEMALE,SUBURBAN,0.055535,YES,3,YES,YES,YES,NO,NO
0.735185,MALE,RURAL,0.051907,YES,1,YES,YES,YES,NO,YES
0.041941,MALE,TOWN,0.690631,NO,2,YES,NO,YES,NO,YES
1.428428,MALE,TOWN,2.100456,YES,2,NO,YES,NO,YES,YES
-0.651302,MALE,INNER_CITY,-0.214213,YES,1,NO,YES,YES,YES,YES
-0.096707,MALE,RURAL,-0.323109,NO,2,YES,NO,NO,NO,NO
-1.552519,FEMALE,SUBURBAN,-1.502409,YES,2,NO,YES,YES,NO,YES
0.527212,MALE,TOWN,-0.082293,YES,0,YES,YES,YES,NO,NO
-1.275221,MALE,RURAL,-0.547056,YES,2,YES,YES,YES,NO,NO
1.220455,FEMALE,TOWN,-0.466518,YES,0,NO,NO,YES,NO,YES
0.111266,FEMALE,TOWN,-0.946452,YES,1,NO,YES,YES,NO,YES
-1.344546,MALE,INNER_CITY,-0.670441,YES,2,YES,YES,YES,NO,NO
-0.166032,FEMALE,INNER_CITY,-1.127708,YES,0,NO,NO,NO,NO,NO
0.457887,FEMALE,TOWN,-0.528358,NO,3,NO,NO,YES,NO,NO
-1.483194,FEMALE,TOWN,-1.548486,NO,1,YES,NO,YES,NO,NO
-0.166032,FEMALE,INNER_CITY,-0.203112,YES,0,NO,NO,NO,NO,NO
-1.136573,MALE,RURAL,-0.267626,YES,1,NO,NO,YES,YES,YES
-1.552519,MALE,TOWN,-1.390299,NO,1,NO,YES,YES,YES,NO
-1.275221,MALE,INNER_CITY,-1.469919,NO,1,NO,NO,NO,YES,NO
-0.374005,FEMALE,TOWN,-0.0633,NO,0,YES,YES,YES,NO,NO
0.943158,MALE,INNER_CITY,0.503623,YES,0,NO,NO,YES,NO,NO
0.66586,MALE,INNER_CITY,1.678493,YES,0,YES,YES,YES,NO,NO
-1.41387,MALE,INNER_CITY,-0.6045,YES,2,NO,NO,YES,NO,NO
-0.512654,MALE,INNER_CITY,-0.246323,YES,3,YES,YES,YES,NO,NO
-0.581978,MALE,RURAL,-0.040671,YES,1,YES,YES,YES,NO,YES
1.705725,FEMALE,TOWN,1.087957,YES,2,NO,YES,YES,NO,YES
1.081806,FEMALE,INNER_CITY,2.233911,NO,0,NO,YES,YES,NO,YES
-0.166032,MALE,TOWN,0.777898,YES,0,YES,YES,YES,NO,NO
-0.096707,FEMALE,INNER_CITY,0.199641,YES,0,YES,YES,YES,YES,YES
0.041941,MALE,INNER_CITY,-0.951142,YES,0,NO,NO,NO,NO,YES
1.428428,MALE,INNER_CITY,0.663754,YES,2,NO,NO,YES,NO,YES
-1.41387,FEMALE,INNER_CITY,-0.765073,YES,1,NO,YES,YES,YES,YES
1.220455,MALE,RURAL,2.25861,NO,0,NO,YES,YES,NO,YES
1.567077,FEMALE,INNER_CITY,0.789371,NO,0,YES,YES,YES,YES,NO
0.388563,FEMALE,INNER_CITY,-0.698326,YES,2,YES,YES,YES,YES,NO
-0.30468,FEMALE,INNER_CITY,0.16264,NO,0,YES,YES,NO,YES,NO
0.457887,MALE,RURAL,0.398921,YES,1,YES,YES,YES,YES,YES
-1.552519,FEMALE,INNER_CITY,-0.71697,YES,0,NO,NO,NO,YES,YES
0.388563,FEMALE,TOWN,0.533818,YES,1,NO,NO,YES,NO,YES
-0.30468,MALE,INNER_CITY,0.569238,YES,2,YES,NO,YES,YES,NO
-0.096707,FEMALE,INNER_CITY,-0.444005,YES,0,NO,NO,YES,NO,NO
1.705725,FEMALE,SUBURBAN,2.760274,YES,2,YES,YES,YES,NO,YES
-0.235356,MALE,INNER_CITY,-0.971174,YES,1,YES,YES,NO,NO,NO
1.497752,FEMALE,RURAL,1.666803,YES,3,NO,YES,YES,NO,YES
-0.096707,MALE,INNER_CITY,-0.874007,YES,0,YES,NO,YES,YES,YES
0.873833,MALE,SUBURBAN,0.671971,YES,2,YES,NO,YES,NO,YES
0.66586,MALE,INNER_CITY,-0.750739,YES,1,NO,YES,NO,YES,YES
-0.859275,FEMALE,INNER_CITY,-0.676123,NO,0,NO,NO,YES,YES,YES
0.66586,MALE,INNER_CITY,1.643189,YES,2,YES,YES,YES,NO,YES
-1.136573,MALE,INNER_CITY,-1.002997,NO,2,NO,NO,YES,YES,NO
-1.136573,FEMALE,INNER_CITY,-0.519791,YES,0,NO,YES,YES,NO,YES
0.249914,MALE,TOWN,-0.112116,YES,1,YES,YES,YES,NO,YES
0.249914,FEMALE,TOWN,1.093306,YES,0,NO,YES,YES,YES,NO
0.66586,MALE,INNER_CITY,-0.81761,YES,0,NO,NO,YES,NO,NO
-0.374005,MALE,INNER_CITY,-0.659813,NO,3,YES,NO,YES,NO,NO
-1.41387,MALE,INNER_CITY,-1.144174,YES,1,NO,YES,YES,YES,YES
-1.691167,MALE,INNER_CITY,-1.018292,NO,0,YES,NO,YES,YES,YES
1.428428,MALE,INNER_CITY,2.471813,NO,0,YES,YES,YES,NO,YES
-1.205897,FEMALE,INNER_CITY,-0.973981,YES,0,NO,YES,YES,YES,NO
1.705725,MALE,INNER_CITY,0.941323,YES,0,YES,YES,YES,NO,NO
-1.067248,MALE,INNER_CITY,-0.523443,NO,0,NO,YES,NO,NO,YES
1.289779,MALE,INNER_CITY,-0.236439,NO,0,YES,NO,NO,NO,YES
1.081806,MALE,TOWN,0.434101,YES,1,YES,YES,YES,NO,YES
-1.41387,MALE,INNER_CITY,-1.014819,YES,0,YES,YES,YES,NO,YES
-0.997924,MALE,TOWN,-1.112335,NO,1,NO,NO,YES,NO,YES
-1.344546,MALE,INNER_CITY,-1.372123,YES,0,NO,YES,YES,NO,NO
-1.067248,MALE,SUBURBAN,-0.768538,YES,0,NO,YES,YES,NO,NO
-1.067248,FEMALE,SUBURBAN,-0.958786,YES,0,YES,NO,YES,NO,NO
-0.166032,FEMALE,INNER_CITY,0.329476,YES,3,YES,YES,YES,YES,NO
-0.235356,MALE,TOWN,0.323228,NO,0,YES,YES,NO,NO,YES
-0.512654,FEMALE,INNER_CITY,0.083311,YES,0,YES,YES,YES,NO,NO
-0.374005,FEMALE,INNER_CITY,-0.097859,NO,2,YES,NO,NO,NO,NO
0.319239,MALE,INNER_CITY,1.131835,YES,2,NO,YES,YES,NO,YES
-0.027383,FEMALE,INNER_CITY,0.913578,YES,1,NO,YES,YES,NO,YES
1.705725,FEMALE,INNER_CITY,1.240824,YES,0,NO,YES,YES,YES,NO
1.012482,MALE,RURAL,1.732658,YES,3,NO,YES,YES,NO,YES
0.319239,FEMALE,RURAL,-0.006917,NO,0,YES,YES,YES,NO,YES
1.705725,MALE,INNER_CITY,1.779187,YES,2,YES,YES,YES,NO,YES
0.943158,MALE,TOWN,-0.204336,NO,0,NO,YES,YES,NO,YES
-0.374005,MALE,RURAL,0.038573,NO,0,YES,NO,YES,YES,YES
-1.067248,MALE,INNER_CITY,-1.181795,NO,0,YES,NO,NO,NO,YES
1.151131,FEMALE,INNER_CITY,0.206626,YES,0,YES,NO,YES,YES,YES
-0.789951,MALE,INNER_CITY,0.112049,NO,1,NO,NO,YES,YES,NO
-0.789951,MALE,SUBURBAN,-1.043883,YES,0,NO,NO,YES,YES,YES
-0.720627,FEMALE,TOWN,0.223286,YES,0,YES,YES,YES,NO,NO
1.012482,FEMALE,RURAL,1.078662,NO,3,NO,YES,NO,NO,NO
0.457887,FEMALE,INNER_CITY,-0.838231,NO,1,NO,YES,YES,YES,YES
1.567077,MALE,TOWN,1.917278,NO,2,YES,YES,YES,NO,YES
-1.41387,FEMALE,INNER_CITY,-0.748646,YES,2,NO,YES,YES,YES,NO
-1.136573,FEMALE,RURAL,-0.733095,YES,2,NO,YES,NO,NO,NO
-1.344546,MALE,INNER_CITY,-1.139608,YES,0,YES,YES,YES,NO,NO
-1.136573,FEMALE,RURAL,-1.257783,YES,2,YES,NO,NO,NO,NO
1.151131,FEMALE,INNER_CITY,2.209941,NO,0,YES,YES,YES,NO,YES
1.705725,MALE,INNER_CITY,0.599984,YES,1,YES,YES,YES,NO,YES
-0.581978,FEMALE,INNER_CITY,-0.585755,YES,0,YES,YES,YES,NO,NO
0.527212,MALE,RURAL,0.023371,YES,2,YES,YES,NO,NO,NO
0.249914,MALE,SUBURBAN,0.794596,NO,0,YES,YES,YES,YES,NO
-1.344546,FEMALE,INNER_CITY,-1.544078,NO,3,YES,NO,NO,NO,NO
-1.136573,MALE,RURAL,-0.47596,YES,0,NO,NO,YES,NO,NO
-0.166032,MALE,TOWN,-0.556382,YES,3,NO,YES,YES,NO,NO
-0.443329,MALE,TOWN,-0.479999,YES,3,YES,NO,YES,NO,NO
1.567077,MALE,INNER_CITY,2.337125,NO,0,NO,YES,YES,YES,NO
0.18059,FEMALE,TOWN,0.66156,YES,1,YES,YES,YES,YES,YES
-1.344546,MALE,INNER_CITY,-1.025897,YES,2,NO,NO,YES,YES,NO
-0.027383,FEMALE,TOWN,-0.747405,YES,1,NO,NO,NO,NO,YES
-1.483194,FEMALE,RURAL,-1.309739,NO,3,NO,YES,YES,YES,NO
1.359104,FEMALE,INNER_CITY,-0.252819,NO,0,YES,NO,YES,NO,YES
0.457887,FEMALE,SUBURBAN,-0.110557,NO,2,NO,YES,YES,NO,NO
-0.997924,FEMALE,TOWN,-0.321954,YES,2,NO,NO,YES,YES,NO
-0.30468,FEMALE,TOWN,-0.46734,NO,3,NO,NO,YES,YES,NO
-0.443329,MALE,TOWN,-1.190524,NO,0,NO,NO,NO,NO,NO
-1.41387,MALE,SUBURBAN,-0.80188,YES,0,NO,YES,YES,NO,NO
-0.166032,FEMALE,TOWN,0.105296,YES,1,NO,YES,YES,YES,YES
-0.166032,FEMALE,TOWN,-0.4583,YES,0,NO,NO,YES,NO,NO
1.220455,FEMALE,INNER_CITY,1.460089,YES,0,YES,YES,YES,YES,NO
-1.344546,MALE,INNER_CITY,-0.647936,NO,0,YES,YES,NO,NO,YES
-1.483194,MALE,INNER_CITY,-0.74439,YES,1,YES,NO,NO,NO,YES
1.081806,MALE,TOWN,0.442264,NO,0,YES,YES,YES,NO,YES
0.388563,FEMALE,SUBURBAN,0.22265,NO,0,NO,YES,YES,NO,YES
1.428428,FEMALE,TOWN,0.550501,YES,0,YES,NO,YES,NO,NO
-1.552519,MALE,TOWN,-0.841215,NO,3,YES,NO,YES,YES,NO
1.705725,FEMALE,SUBURBAN,2.575569,NO,2,NO,YES,YES,YES,YES
1.359104,FEMALE,INNER_CITY,2.238098,NO,0,YES,YES,YES,NO,YES
-0.443329,MALE,TOWN,-1.107614,YES,0,NO,YES,YES,NO,NO
-0.789951,MALE,INNER_CITY,0.068636,YES,1,YES,NO,YES,NO,YES
-0.027383,FEMALE,INNER_CITY,-0.036244,YES,0,YES,YES,YES,NO,NO
-1.691167,MALE,RURAL,-1.407922,YES,0,YES,NO,YES,YES,YES
0.249914,FEMALE,SUBURBAN,0.091373,NO,1,NO,YES,YES,YES,YES
-1.205897,MALE,TOWN,-0.399856,YES,1,YES,YES,YES,NO,YES
1.567077,FEMALE,RURAL,-0.236175,NO,0,NO,YES,NO,YES,NO
-0.166032,MALE,TOWN,0.732462,YES,1,NO,NO,YES,YES,YES
-0.720627,MALE,INNER_CITY,-0.402825,YES,1,NO,NO,NO,NO,YES
-1.691167,FEMALE,INNER_CITY,-0.923591,YES,0,NO,YES,YES,NO,NO
1.497752,MALE,INNER_CITY,2.076866,YES,1,YES,YES,NO,NO,YES
0.041941,FEMALE,INNER_CITY,0.903275,YES,3,NO,YES,YES,YES,NO
-1.41387,FEMALE,INNER_CITY,-1.068651,YES,3,NO,YES,YES,NO,NO
-1.205897,MALE,TOWN,-1.398367,YES,0,NO,NO,NO,NO,NO
-0.235356,MALE,INNER_CITY,-0.22081,YES,1,YES,YES,YES,YES,YES
1.081806,FEMALE,INNER_CITY,0.056558,YES,3,NO,NO,YES,NO,NO
-0.651302,MALE,INNER_CITY,-1.037836,YES,1,NO,YES,NO,NO,NO
0.66586,FEMALE,RURAL,0.747168,YES,1,YES,YES,YES,NO,YES
-1.344546,MALE,INNER_CITY,-1.085691,NO,0,NO,YES,YES,NO,YES
0.111266,FEMALE,INNER_CITY,0.909306,NO,0,YES,YES,NO,NO,YES
0.596536,MALE,RURAL,1.457406,YES,2,YES,YES,YES,YES,YES
-1.136573,FEMALE,TOWN,-0.509582,YES,0,NO,YES,YES,NO,NO
-0.027383,MALE,TOWN,-0.389809,YES,0,NO,YES,NO,YES,NO
-0.581978,MALE,TOWN,0.389541,YES,0,YES,YES,YES,YES,NO
0.804509,FEMALE,RURAL,-0.227965,NO,2,YES,YES,YES,YES,NO
-1.691167,MALE,RURAL,-1.463998,YES,2,NO,NO,NO,NO,NO
0.319239,FEMALE,INNER_CITY,-0.805036,NO,2,YES,NO,YES,NO,NO
-1.275221,FEMALE,INNER_CITY,-1.074178,YES,0,NO,YES,YES,NO,NO
-1.621843,FEMALE,INNER_CITY,-1.500962,YES,1,YES,YES,YES,YES,NO
-0.374005,FEMALE,TOWN,-0.943793,YES,0,NO,YES,NO,NO,NO
0.18059,FEMALE,TOWN,0.13236,YES,0,NO,YES,NO,NO,NO
0.457887,MALE,RURAL,1.08053,YES,3,NO,YES,YES,YES,NO
1.705725,FEMALE,RURAL,2.315915,NO,3,NO,YES,YES,NO,YES
-0.512654,FEMALE,RURAL,-1.240612,YES,0,NO,NO,YES,NO,NO
1.428428,MALE,INNER_CITY,1.906534,NO,2,YES,YES,YES,NO,YES
-0.30468,MALE,RURAL,-0.096332,NO,0,YES,YES,YES,NO,YES
0.388563,MALE,TOWN,-0.14269,NO,2,YES,YES,YES,NO,NO
-0.997924,FEMALE,INNER_CITY,-1.20961,NO,1,NO,YES,YES,NO,NO
0.249914,MALE,TOWN,0.243008,YES,0,NO,YES,YES,NO,NO
1.636401,MALE,INNER_CITY,0.70719,NO,1,NO,YES,YES,NO,YES
1.289779,FEMALE,TOWN,0.250892,NO,2,YES,NO,YES,NO,YES
-1.691167,FEMALE,RURAL,-0.884853,NO,2,YES,YES,YES,NO,NO
0.804509,FEMALE,TOWN,-0.735482,YES,0,YES,YES,NO,NO,NO
